node_id,lat,lon,price_dp
12TH_S_LNODENMZ,37.63715677998629,-120.99316020050249,13.6257
12TH_S_LNODEXWQ,37.63715677998629,-120.99327439949751,13.6257
8TH_ST_LNODEBXG,37.64197726998626,-121.00603849646912,13.6257
8TH_ST_LNODELZF,37.64197726998626,-121.00615270353089,13.6257
AEC300_1_N001,37.74,-121.48,35.17465
AGNEW_1_N003,37.51,-121.84,34.8304
AIRPROD_1_N001,36.65,-119.54,15.27907
AIR_SUB_LNODENAA,33.96205409081493,-118.376,12.40984
AIR_SUB_LNODENAB,33.961972954579615,-118.37594352117388,12.40984
AIR_SUB_LNODEONC,33.961972954579615,-118.37605647882611,12.40984
ALAMITOS_2_N001,33.771584,-118.100596,3.86319
ALAMITOS_2_N040,33.77,-118.1,3.86319
ALAMT1G_7_N002,33.77149401717401,-118.1004877514908,3.86319
ALAMT2G_7_N002,33.771415173499584,-118.10067098425147,3.86319
ALAMT3G_7_N002,33.77144633917227,-118.10077253262283,3.86319
ALAMT4G_7_N002,33.771511965310076,-118.10084659342048,3.86319
ALAMT5G_7_N002,33.771597006833865,-118.1008819712055,3.86319
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,3.86319
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,32.705
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,32.705
ALLEGHNY_6_N001,39.464893,-120.844946,33.14744
ALMADEN_6_N001,37.26027,-121.890082,35.21539
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,13.56288
ALPAUGH_7_N002,35.963463732836644,-119.456796,4.06667
ALPINE_6_N001,32.82778299998866,-116.78987271391081,-1.91459
ALPINE_6_N005,32.82778299998866,-116.78997928608918,-1.91459
ALTO_6_N001,37.89825299998615,-122.52430271885964,32.39975
ALTO_6_N101,37.89825299998615,-122.52441728114036,32.39975
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,12.76714
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,12.76714
AMERIGAS_1_N001,38.43,-121.79,34.08661
AMESBS_1_N004,37.41751022008469,-122.066192,35.78686
AMESBS_1_N101,37.41742888994297,-122.06613287861066,35.78686
AMESDST_1_N001,37.41742888994297,-122.06625112138934,35.78686
AMFORST_6_N001,38.369191999986,-120.79657754861613,34.72129
ANDERSON_6_N001,40.449838,-122.305068,31.3638
ANGIOLA_6_N001,35.992007,-119.57137,14.62321
ANITA_6_N001,39.811047,-121.919761,32.55144
ANNAPOLS_6_N001,38.680315,-123.311782,32.93476
ANTELOPE_6_N001,35.658117,-119.996015,12.08349
ANTLER_6_N001,40.893581,-122.379244,31.56143
