node_id,lat,lon,price_dp
12TH_S_LNODENMZ,37.63715677998629,-120.99316020050249,49.90097
12TH_S_LNODEXWQ,37.63715677998629,-120.99327439949751,49.90097
8TH_ST_LNODEBXG,37.64197726998626,-121.00603849646912,49.90097
8TH_ST_LNODELZF,37.64197726998626,-121.00615270353089,49.90097
AEC300_1_N001,37.74,-121.48,49.52361
AGNEW_1_N003,37.51,-121.84,51.65371
AIRPROD_1_N001,36.65,-119.54,52.02611
AIR_SUB_LNODENAA,33.96205409081493,-118.376,48.23761
AIR_SUB_LNODENAB,33.961972954579615,-118.37594352117388,48.23761
AIR_SUB_LNODEONC,33.961972954579615,-118.37605647882611,48.23761
ALAMITOS_2_N001,33.771584,-118.100596,48.86323
ALAMITOS_2_N040,33.77,-118.1,48.86323
ALAMT1G_7_N002,33.77149401717401,-118.1004877514908,48.86323
ALAMT2G_7_N002,33.771415173499584,-118.10067098425147,48.86323
ALAMT3G_7_N002,33.77144633917227,-118.10077253262283,48.86323
ALAMT4G_7_N002,33.771511965310076,-118.10084659342048,48.86323
ALAMT5G_7_N002,33.771597006833865,-118.1008819712055,48.86323
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,48.86323
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,50.75003
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,50.75003
ALLEGHNY_6_N001,39.464893,-120.844946,51.16215
ALMADEN_6_N001,37.26027,-121.890082,51.56434
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,49.52361
ALPAUGH_7_N002,35.963463732836644,-119.456796,47.83045
ALPINE_6_N001,32.82778299998866,-116.78987271391081,46.17994
ALPINE_6_N005,32.82778299998866,-116.78997928608918,46.17994
ALTO_6_N001,37.89825299998615,-122.52430271885964,51.30614
ALTO_6_N101,37.89825299998615,-122.52441728114036,51.30614
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,48.54049
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,48.54049
AMERIGAS_1_N001,38.43,-121.79,49.5832
AMESBS_1_N004,37.41751022008469,-122.066192,51.49979
AMESBS_1_N101,37.41742888994297,-122.06613287861066,51.49979
AMESDST_1_N001,37.41742888994297,-122.06625112138934,51.49979
AMFORST_6_N001,38.369191999986,-120.79657754861613,50.63583
ANDERSON_6_N001,40.449838,-122.305068,49.23563
ANGIOLA_6_N001,35.992007,-119.57137,52.26941
ANITA_6_N001,39.811047,-121.919761,50.12937
ANNAPOLS_6_N001,38.680315,-123.311782,51.8275
ANTELOPE_6_N001,35.658117,-119.996015,48.61993
ANTLER_6_N001,40.893581,-122.379244,49.47892
APPLEHL_1_N001,38.73992576174639,-120.67700091995808,50.36274
APPLEHL_1_N002,38.73974623814083,-120.67700092024737,50.36274
APPMAT_1_N001,37.359999999986435,-121.97994317305394,51.32104
APPMAT_1_N010,37.359999999986435,-121.98005682694607,51.32104
ARBUCKLE_6_N001,39.017625,-122.061575,49.6676
ARCATA_6_N001,40.867132,-124.088286,58.24263
ARVINED_1_N001,35.15044599998752,-118.87870286987292,47.94962
ARVIN_6_N001,35.15044599998752,-118.87881313012709,47.93969
ASHLAN_2_N001,36.79263892472445,-119.82749,51.46007
ASHLAN_2_N007,36.7925580376235,-119.82743168375806,51.46007
ASHLAN_2_N008,36.7925580376235,-119.82754831624194,51.46007
ASH_6_N001,33.1365697302963,-117.070292,48.72917
ASH_6_N005,33.13648913483958,-117.0702364310647,48.72917
ASH_6_N101,33.13648913483958,-117.07034756893529,48.72917
ASPEN_LNODESPEN,37.69337956,-122.069288,47.4382
ATASCDRO_6_N001,35.465309,-120.671582,49.67754
ATWATER_1_B2,37.35999599998639,-120.6146481730584,51.62889
ATWATER_1_N001,37.35999599998639,-120.6147618269416,51.62889
ATW_SUB_LNODEONB,34.1096541600031,-118.254,48.23761
ATW_SUB_LNODEONC,34.10957291998536,-118.25394335044959,48.23761
ATW_SUB_LNODEOND,34.10957291998536,-118.2540566495504,48.23761
AUBERRY_6_N001,37.06806099998665,-119.495719527536,53.85333
AUBERRY_6_N003,37.06806099998665,-119.495832472464,53.85333
AUBURN_6_N001,38.903397,-121.069921,50.755
AUGUST_LNODEDR1,37.4182520696912,-120.831252690486,49.62292
AUGUST_LNODEDR3,37.4182452743243,-120.831131410372,49.62292
AUGUST_LNODEDR4,37.4182458785436,-120.830989786937,49.61795
AUGUST_LNODEDR5,37.4182557186304,-120.831363604619,49.62292
AVENA_1_N001,37.842208,-121.054122,50.92878
AVOCADO_6_N001,33.38466699998843,-117.23692330729693,49.57823
AVOCADO_6_N002,33.38466699998843,-117.23703069270306,49.57823
BAFOOD1_6_N001,36.33,-121.16,49.85132
BAHIA_2_N001,38.08095331088854,-122.13739126700075,50.23861
BAHIA_2_N011,38.08077268899996,-122.13739126728416,50.23861
BAILYJ1_1_N010,34.77604,-118.77504,50.42729
BAIR_1_N001,37.496937,-122.214157,52.34885
BAKER_1_N001,35.284771,-116.064256,49.52858
BALFOUR_6_N001,37.92596,-121.678546,49.99531
BANGOR_6_N001,39.388064,-121.402937,49.29024
BANGS_LNODEKGC,37.70469,-121.0418,49.93076
BANNING_1_N001,33.922289,-116.87283,48.58911
BANTA_6_N001,37.7528989999862,-121.35057581075783,49.86622
BARRETT_6_N001,32.667194,-116.700208,42.98727
BARRE_6_N001,33.80900298319592,-117.98332966316445,48.82351
BARRE_6_N002,33.80900298319592,-117.98354633683554,48.82351
BARRE_6_N003,33.80918301670945,-117.9835463370635,48.82351
BARRY_6_N001,39.069323,-121.690208,50.59611
BARTON_1_N001,36.76408490976673,-119.735935,51.73316
BARTON_1_N007,36.76400404510246,-119.73587672164825,51.73316
BARTON_1_N008,36.76400404510246,-119.73599327835174,51.73316
BASALT_6_N002,38.26328599998595,-122.26916657483297,49.95559
BASALT_6_N101,38.26328599998595,-122.26928142516702,49.95559
BATAVIA_6_N001,38.385820999985995,-121.77570654480984,49.70236
BATIQTOS_1_N001,33.1011727252775,-117.250399,49.02212
BATIQTOS_1_N008,33.101092137348985,-117.25034345864424,49.02212
BATIQTOS_1_N015,33.101092137348985,-117.25045454135577,49.02212
BAYMDWS_1_N001,37.55162541726735,-122.29307795256243,52.11548
BAYMDWS_1_N004,37.551444582623034,-122.29307795283914,52.11548
BAYMDWS_1_N008,37.551444582623034,-122.29330604716085,52.11548
BAYMDWS_1_N012,37.55162541726735,-122.29330604743757,52.11548
BAYSHOR1_1_N001,37.74603599998622,-122.40302381566526,52.46305
BAYSHOR2_1_N001,37.74603599998622,-122.40313818433472,52.46305
